Name en-US,Name zh-CN,Alias en-US,Alias zh-CN,Group en-US,Group zh-CN,Subgroup en-US,Subgroup zh-CN,Video FX,Transition FX,Media Generator FX,Composite Mode FX,UID
Ignite Vibrance,Ignite 鲜艳度,HitFilm Vibrance,HitFilm Vibrance,Ignite Pro,Ignite Pro,Ignite - Color Grading,Ignite - 颜色分级,√,,,,{Svfx:com.FXHOME.HitFilm.Vibrance}
Ignite Vignette,Ignite 晕影/暗角,,,Ignite Pro,Ignite Pro,Ignite - Color Grading,Ignite - 颜色分级,√,,,,{Svfx:com.FXHOME.HitFilm.Vignette}
Ignite Vignette Exposure,Ignite 晕影/暗角 曝光,,,Ignite Pro,Ignite Pro,Ignite - Color Grading,Ignite - 颜色分级,√,,,,{Svfx:com.FXHOME.HitFilm.VignetteExposure}
Ignite Vortex Displacement Warp,Ignite 旋涡置换变形,,,Ignite Pro,Ignite Pro,Ignite - Warp,Ignite - 变形,√,,,√,{Svfx:com.FXHOME.HitFilm.VortexDisplacementWarp}
Ignite Waves,Ignite 波纹,,,Ignite Pro,Ignite Pro,Ignite - Distort,Ignite - 扭曲,√,,,√,{Svfx:com.FXHOME.HitFilm.Waves}
Ignite White Balance,Ignite 白平衡,,,Ignite Pro,Ignite Pro,Ignite - Color Correction,Ignite - 颜色校正,√,,,,{Svfx:com.FXHOME.HitFilm.WhiteBalance}
Ignite Wire Removal,Ignite 钢丝/吊索移除,,,Ignite Pro,Ignite Pro,Ignite - Video Clean-up,Ignite - 视频清理,√,,,,{Svfx:com.FXHOME.HitFilm.WireRemoval}
Ignite Witness Protection,Ignite 证人保护,HitFilm Witness Protection,HitFilm Witness Protection,Ignite Pro,Ignite Pro,Ignite - Distort,Ignite - 扭曲,√,,,,{Svfx:com.FXHOME.HitFilm.WitnessProtection}
Ignite Zoom Blur,Ignite 变焦模糊,,,Ignite Pro,Ignite Pro,Ignite - Blurs,Ignite - 模糊,√,,,,{Svfx:com.FXHOME.HitFilm.ZoomBlur}
Image Mapper,NB_V3 贴图,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{F70BD355-8DD2-43AA-9FB2-64662B56B8AF}
Image Mapper,NB_边角定位,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELImageMapper}
Impressionist,NB_PB 印象派绘画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{2C00AB0E-4D6B-4037-A126-A98E7235BD28}
Impressionist,NB_PE 印象派绘画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{BFEA9968-4455-4ADF-A149-A67BBCBD55DD}
Impressionist,NB_印象派,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRImpressionist}
Impressionist,NB_印象派,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STImpressionist}
Infrared,Infrared,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.infrared}
Julia Distort,Julia Distort,,,Others,其他,Chosen Few FX,Chosen Few FX,√,,,,{Svfx:com.chosenfewsoftware.openfx.juliadistort}
Julia Generator,Julia Generator,,,Others,其他,Chosen Few FX,Chosen Few FX,,,√,,{Svfx:com.chosenfewsoftware.openfx.julia}
Kelvin,Kelvin,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.kelvin}
Key Light,Key Light,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.keyLight}
Keyer,Keyer,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,,,,√,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.keyer}
Legal Level,NB_合规色阶,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESLegalLevel}
Lens Correction,NB_V2 镜头修正,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{A4A456C9-637C-44FE-951D-5FE266EAD145}
Lens Correction,NB_镜头校正,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESLensCorrection}
Lens Distortion,Lens Distortion,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.lensDistortion}
Lens Flare,Lens Flare,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.lensFlare}
Letterbox,NB_V2 宽屏特效,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{7618C79E-B33B-4FA4-A614-E8DEA759A0E8}
Light,Light,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.light}
Light Bender,NB_LB 光线弯曲,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{88F6DF1D-9763-4A0D-A762-5616610A98D0}
Light Bender,NB_LE 光线弯曲,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{138634B6-4764-4CC7-857A-E07A8CF2C845}
Light Bender,NB_光线弯曲器,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRLightBender}
Light Bender,NB_光线弯曲器,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STLightBender}
Light Leak,NB_光晕/漏光,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FILightLeak}
Light Rays,NB_LE 光线映射,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{F11F8694-7CD7-422B-84BC-026B878771A4}
Light Rays,NB_光线,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STLightRays}
Light Ring,NB_LB 环形光线,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{8B367F52-C2B7-416E-8359-D3A1F5E40CF0}
Light Ring,NB_发光圆环,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRLightRing}
Light Wrap,Light Wrap,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,,,,√,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.lightWrap}
Light Wrap,Light Wrap,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,,,,√,{Svfx:com.digitalfilmtools.ofx.dft1.lightWrap}
Line Drawing,NB_AE 线条画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{67ECEFFC-0DD6-4F9D-A709-1CE0F0DBED2A}
Line Drawing,NB_线条画,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STLineDrawing}
Liquify,NB_MB 溶解,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{C0B7A5F3-0439-48A9-964D-D16A7D127F33}
Liquify,NB_液化,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRLiquify}
Looks,Looks,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiant.magicbullet.looks.x64}
Looks,Looks,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.looks}
Low Contrast,Low Contrast,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.lowContrast}
Luma Key,NB_V4 亮度键控,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{1144323D-7ABD-453F-8941-437239115354}
Luma Key,NB_亮度键,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELLumaKey}
Luminance,Luminance,,,Others,其他,(DXT FX),(DXT 效果),,√,,,{C138125C-5F38-4783-B49F-D5C0E6DB906E}
M_Aurora,M_Aurora,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Aurora}
M_BitsFly,M_BitsFly,,,Monsters,Monsters,Monsters Pixel Trip,Monsters Pixel Trip,√,,,,{Svfx:com.genarts.monsters.Pixel_Trip.M_BitsFly}
M_Brush,M_Brush,,,Monsters,Monsters,Monsters Paint FX,Monsters Paint FX,√,,,,{Svfx:com.genarts.monsters.Paint_FX.M_Brush}
M_Bubbles,M_Bubbles,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Bubbles}
M_Burn,M_Burn,,,Monsters,Monsters,Monsters Film Kit,Monsters Film Kit,√,,,,{Svfx:com.genarts.monsters.Film_Kit.M_Burn}
M_Candle,M_Candle,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Candle}
M_CCTV,M_CCTV,,,Monsters,Monsters,Monsters TV Effects,Monsters TV Effects,√,,,,{Svfx:com.genarts.monsters.TV_Effects.M_CCTV}
M_Clean,M_Clean,,,Monsters,Monsters,Monsters Adjust,Monsters Adjust,√,,,,{Svfx:com.genarts.monsters.Adjust.M_Clean}
M_ClipFlow,M_ClipFlow,,,Monsters,Monsters,Monsters Fluidz,Monsters Fluidz,√,,,,{Svfx:com.genarts.monsters.Fluidz.M_ClipFlow}
M_ClipTex,M_ClipTex,,,Monsters,Monsters,Monsters Textures,Monsters Textures,√,,,,{Svfx:com.genarts.monsters.Textures.M_ClipTex}
M_CrashZoom,M_CrashZoom,,,Monsters,Monsters,Monsters Blurs,Monsters Blurs,√,,,,{Svfx:com.genarts.monsters.Blurs.M_CrashZoom}
M_Cumulo,M_Cumulo,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Cumulo}
M_Darken,M_Darken,,,Monsters,Monsters,Monsters Adjust,Monsters Adjust,√,,,,{Svfx:com.genarts.monsters.Adjust.M_Darken}
M_Dots,M_Dots,,,Monsters,Monsters,Monsters Abstract,Monsters Abstract,√,,,,{Svfx:com.genarts.monsters.Abstract.M_Dots}
M_EdgeLeak,M_EdgeLeak,,,Monsters,Monsters,Monsters Film Kit,Monsters Film Kit,√,,,,{Svfx:com.genarts.monsters.Film_Kit.M_EdgeLeak}
M_Facet,M_Facet,,,Monsters,Monsters,Monsters Paint FX,Monsters Paint FX,√,,,,{Svfx:com.genarts.monsters.Paint_FX.M_Facet}
M_Fire,M_Fire,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Fire}
M_FireBall,M_FireBall,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_FireBall}
M_Fireworks,M_Fireworks,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Fireworks}
M_Flare,M_Flare,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Flare}
M_FlareSpot,M_FlareSpot,,,Monsters,Monsters,Monsters Sundries,Monsters Sundries,√,,√,,{Svfx:com.genarts.monsters.Sundries.M_FlareSpot}
M_Flock,M_Flock,,,Monsters,Monsters,Monsters Sundries,Monsters Sundries,√,,√,√,{Svfx:com.genarts.monsters.Sundries.M_Flock}
M_HeatHaze,M_HeatHaze,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_HeatHaze}
M_ImageFlow,M_ImageFlow,,,Monsters,Monsters,Monsters Fluidz,Monsters Fluidz,√,,,,{Svfx:com.genarts.monsters.Fluidz.M_ImageFlow}
M_InfraRed,M_InfraRed,,,Monsters,Monsters,Monsters Night Looks,Monsters Night Looks,√,,,,{Svfx:com.genarts.monsters.Night_Looks.M_InfraRed}
M_Jaws,M_Jaws,,,Monsters,Monsters,Monsters Sundries,Monsters Sundries,√,,√,,{Svfx:com.genarts.monsters.Sundries.M_Jaws}
M_Lighten,M_Lighten,,,Monsters,Monsters,Monsters Adjust,Monsters Adjust,√,,,,{Svfx:com.genarts.monsters.Adjust.M_Lighten}
M_LightLeak,M_LightLeak,,,Monsters,Monsters,Monsters Film Kit,Monsters Film Kit,√,,,,{Svfx:com.genarts.monsters.Film_Kit.M_LightLeak}
M_Luna,M_Luna,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Luna}
M_NightSky,M_NightSky,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_NightSky}
M_NightVision,M_NightVision,,,Monsters,Monsters,Monsters Night Looks,Monsters Night Looks,√,,,,{Svfx:com.genarts.monsters.Night_Looks.M_NightVision}
M_Numbers,M_Numbers,,,Monsters,Monsters,Monsters Paint FX,Monsters Paint FX,√,,,,{Svfx:com.genarts.monsters.Paint_FX.M_Numbers}
M_Particles,M_Particles,,,Monsters,Monsters,Monsters Sundries,Monsters Sundries,√,,√,√,{Svfx:com.genarts.monsters.Sundries.M_Particles}
M_PatchTex,M_PatchTex,,,Monsters,Monsters,Monsters Textures,Monsters Textures,√,,,,{Svfx:com.genarts.monsters.Textures.M_PatchTex}
M_PixFlow,M_PixFlow,,,Monsters,Monsters,Monsters Pixel Trip,Monsters Pixel Trip,√,,,,{Svfx:com.genarts.monsters.Pixel_Trip.M_PixFlow}
M_PixFly,M_PixFly,,,Monsters,Monsters,Monsters Pixel Trip,Monsters Pixel Trip,√,,,,{Svfx:com.genarts.monsters.Pixel_Trip.M_PixFly}
M_Pool3D,M_Pool3D,,,Monsters,Monsters,Monsters Pools,Monsters Pools,√,,,,{Svfx:com.genarts.monsters.Pools.M_Pool3D}
M_Puddle3D,M_Puddle3D,,,Monsters,Monsters,Monsters Pools,Monsters Pools,√,,,,{Svfx:com.genarts.monsters.Pools.M_Puddle3D}
M_Rain,M_Rain,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Rain}
M_Rainbow,M_Rainbow,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Rainbow}
M_RainDrops,M_RainDrops,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_RainDrops}
M_RemGrain,M_RemGrain,,,Monsters,Monsters,Monsters Sundries,Monsters Sundries,√,,,,{Svfx:com.genarts.monsters.Sundries.M_RemGrain}
M_RomanTile,M_RomanTile,,,Monsters,Monsters,Monsters Abstract,Monsters Abstract,√,,,,{Svfx:com.genarts.monsters.Abstract.M_RomanTile}
M_Sky,M_Sky,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Sky}
M_Smoke,M_Smoke,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,√,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Smoke}
M_Snow,M_Snow,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Snow}
M_SpinBlur,M_SpinBlur,,,Monsters,Monsters,Monsters Blurs,Monsters Blurs,√,,,,{Svfx:com.genarts.monsters.Blurs.M_SpinBlur}
M_StarField,M_StarField,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,√,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_StarField}
M_Thermo,M_Thermo,,,Monsters,Monsters,Monsters Night Looks,Monsters Night Looks,√,,,,{Svfx:com.genarts.monsters.Night_Looks.M_Thermo}
M_TrailAverage,M_TrailAverage,,,Monsters,Monsters,Monsters Trailz,Monsters Trailz,√,,,,{Svfx:com.genarts.monsters.Trailz.M_TrailAverage}
M_TrailLive,M_TrailLive,,,Monsters,Monsters,Monsters Trailz,Monsters Trailz,√,,,,{Svfx:com.genarts.monsters.Trailz.M_TrailLive}
M_TrailParticle,M_TrailParticle,,,Monsters,Monsters,Monsters Trailz,Monsters Trailz,√,,,,{Svfx:com.genarts.monsters.Trailz.M_TrailParticle}
M_TrailPath,M_TrailPath,,,Monsters,Monsters,Monsters Trailz,Monsters Trailz,√,,,,{Svfx:com.genarts.monsters.Trailz.M_TrailPath}
M_TrailStopMo,M_TrailStopMo,,,Monsters,Monsters,Monsters Trailz,Monsters Trailz,√,,,,{Svfx:com.genarts.monsters.Trailz.M_TrailStopMo}
M_TransFlow,M_TransFlow,,,Monsters,Monsters,Monsters Fluidz,Monsters Fluidz,√,,,,{Svfx:com.genarts.monsters.Fluidz.M_TransFlow}
M_TVWall,M_TVWall,,,Monsters,Monsters,Monsters TV Effects,Monsters TV Effects,√,,,,{Svfx:com.genarts.monsters.TV_Effects.M_TVWall}
M_Typo,M_Typo,,,Monsters,Monsters,Monsters Abstract,Monsters Abstract,√,,,,{Svfx:com.genarts.monsters.Abstract.M_Typo}
M_Water,M_Water,,,Monsters,Monsters,Monsters Natural Phenomena,Monsters Natural Phenomena,√,,,,{Svfx:com.genarts.monsters.Natural_Phenomena.M_Water}
Magnifying Glass,NB_V4 放大镜,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{F6F91222-C5B9-4D27-A6D1-10E13D664885}
Mandelbrot Generator,Mandelbrot Generator,,,Others,其他,Chosen Few FX,Chosen Few FX,,,√,,{Svfx:com.chosenfewsoftware.openfx.mandelbrot}
Martini QuickShot Creator,Martini QuickShot Creator,,,Others,其他,PowerProduction Software,PowerProduction Software,,,√,,{Svfx:com.powerproduction.openfx:MartiniPlugin}
Match,Match,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.match}
Math Composite,Math Composite,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,,,,√,{Svfx:com.digitalfilmtools.ofx.dft1.mathComposite}
Matte Generator,Matte Generator,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.matteGenerator}
Matte Repair,Matte Repair,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.matteRepair}
Matte Repair,Matte Repair,,,DFT,DFT,DFT v1 Key,DFT v1 Key,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.matteRepair}
Metallic,NB_AB 金属光泽,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{5D2BE90E-E02C-412A-BF52-B6515B99F316}
Metallic,NB_AE 金属光泽,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{E3A00D06-4EB9-4B50-A817-86AACA4FF114}
Metallic,NB_金属光泽,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRMetallic}
Metallic,NB_金属光泽,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STMetallic}
Mirage,NB_LE 幻影,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{DB01040B-57B8-4AA6-9AB8-72295116F2EB}
Mist,Mist,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.mist}
Mocha Pro,Mocha Pro 跟踪插件,,,Others,其他,Boris FX Mocha,Boris FX Mocha,√,,,√,{Svfx:com.borisfx.ofx.mochaPro}
Mocha Vegas,Mocha Vegas,,,Others,其他,Boris FX Mocha,Boris FX Mocha,√,,,,{Svfx:com.borisfx.ofx.mochaVegas}
Mocha VR (legacy),Mocha VR 跟踪插件（旧）,,,Others,其他,Boris FX Mocha,Boris FX Mocha,√,,,√,{Svfx:com.borisfx.ofx.mochaVR}
Mojo II,Mojo II,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiant.Mojo_II.ofx}
Mojo II,Mojo II 快速电影调色,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiantsoftware.MagicBulletMojoIIOFX}
Mosaic,NB_PB 马赛克,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{A1FD1842-3DCA-4644-83B4-8412C381891D}
Mosaic,NB_PE 马赛克,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{E546AF63-CFF6-4BDD-8EC7-E08330D39A32}
Mosaic,NB_马赛克,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRMosaic}
Mosaic,NB_马赛克,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STMosaic}
Motion Blur,NB_ME 运动模糊,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{11C9191D-D44C-4FE9-85BB-3FE627BB4661}
Motion Blur,NB_运动模糊,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STMotionBlur}
Multi-Star,Multi-Star,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.multiStar}
Mural,NB_PE 壁画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{47BB9421-1EC1-4360-9F61-7647D6BB5D08}
Mural,NB_壁画,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STMural}
Mz_Card3DOFX,Mz_Card3DOFX,,,Others,其他,MisczOFX,MisczOFX,√,,,,{Svfx:net.sf.openfx.MzCard3D}
Mz_CornerPinOFX,Mz_CornerPinOFX,,,Others,其他,MisczOFX,MisczOFX,√,,,,{Svfx:net.sf.openfx.MzCornerPinPlugin}
Mz_PositionOFX,Mz_PositionOFX,,,Others,其他,MisczOFX,MisczOFX,√,,,,{Svfx:net.sf.openfx.MzPosition}
Mz_SpriteSheet,Mz_SpriteSheet,,,Others,其他,MisczOFX,MisczOFX,√,,,,{Svfx:net.sf.openfx.MzSpriteSheet}
Mz_TransformOFX,Mz_TransformOFX,,,Others,其他,MisczOFX,MisczOFX,√,,,,{Svfx:net.sf.openfx.MzTransformPlugin}
ND Gradient,ND Gradient,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.ndGrad}
Neat Video,Neat Video,,,Others,其他,(DXT FX),(DXT 效果),√,,,,{B743DDAD-9594-493E-93DF-CDDF7A20D675}
Neat Video,Neat Video 降噪 v5,,,Others,其他,Neat Video,Neat Video,√,,,,{Svfx:com.absoft.NeatVideo5}
Neon Lights,NB_LB 霓虹灯,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{81437CF8-3764-463D-B347-A6DCA3560919}
Neon Lights,NB_LE 霓虹灯,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{9A9CAACC-97AB-4E70-AF30-0A9278944DF6}
Neon Lights,NB_霓虹灯,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRNeonLights}
Neon Lights,NB_霓虹灯,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STNeonLights}
Net,Net,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.net}
NewBlue Titler Pro 2.0,NewBlue Titler Pro 2.0,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,,√,,{46C46749-0D43-4D80-B866-59E2D3BF97D1}
NewBlue Titler Pro 7 - OpenFX,NB_Titler字幕专业版7,,,NewBlue OFX,NewBlue OFX,NewBlue Titler Pro 7,NewBlue 字幕专业版 7,√,,√,,{Svfx:com.NewBlue.Titler2.0}
Night Vision,Night Vision,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.nightVision}
Noise Reducer,NB_V2 降噪,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{6CAD6A8D-88CA-48E7-BF22-A6BC3E7BAA3F}
Noise Reducer,NB_噪点降低,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESNoiseReducer}
Non-Additive Mix,Non-Additive Mix,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,,,,√,{Svfx:com.digitalfilmtools.ofx.dft1.nonAdditiveMix}
NTSC-rs,NTSC-rs,,,Others,其他,Filter,Filter,√,,,,{Svfx:wtf.vala:NtscRs}
OFX Clock,OFX时钟,,,Others,其他,OFX Clock,OFX时钟,√,,√,,{Svfx:de.hlinke.ofxclock}
OFX CompuType,OFX CompuType,,,Others,其他,Sony OFX,Sony OFX,,,√,,{Svfx:com.VMRexor:CompuTyper}
OFX Stardots,OFX Stardots,,,Others,其他,Sony OFX,Sony OFX,,,√,,{Svfx:com.VMRexor:StardotsPlugin}
Oil,NB_PB 油画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{FD111158-7988-40E3-ADBC-75C204BF762F}
Oil,NB_PE 油画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{A58ECD16-28DA-4701-84AB-CB4B5F0913E8}
Oil,NB_油画,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TROil}
Oil,NB_油画,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STOil}
Old TV,NB_V5 老电视,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{271E8481-9AA5-4272-ADEC-F9C33595EC42}
Old TV,NB_老电视,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIOldTV}
Optical Dissolve,Optical Dissolve,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.opticalDissolve}
Outline,NB_V5 轮廓,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{809D57AB-4BE6-41B7-854C-37555E183E25}
